DUPLICATES,SEQUENTIAL,MAX_MEMORY,ENV_SHARED_CACHE,REPLICATED,ENV_IS_LOCKING,CACHE_MODE,TEMPORARY,JE_FILE_LEVEL,ENV_BACKGROUND_READ_LIMIT,LOCK_DEADLOCK_DETECT,TXN_SERIALIZABLE_ISOLATION,JE_DURABILITY,ADLER32_CHUNK_SIZE,CHECKPOINTER_BYTES_INTERVAL,LOCK_DEADLOCK_DETECT_DELAY,time
1,0,1,1,1,0,1,0,1,1,0,1,1,1,0,0,7.034
1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,7.745
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,18.543
0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,18.654
1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,7.219
0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,23.395
1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,4.34
0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,18.546
0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,11.047
1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,7.725
0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,9.935
0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,10.386
1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,21.214
1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,4.344
0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,26.879
1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,5.368
1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,5.323
1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,7.523
0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,10.865
0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,11.219
0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,10.441
1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,7.685
0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,18.558
0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,18.532
0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,26.924
0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,26.606
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,26.892
0,1,1,0,0,1,1,1,0,0,1,0,0,1,1,0,4.777
0,1,0,0,1,1,1,0,1,1,1,0,1,1,1,0,10.498
0,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,7.47
1,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,7.73
1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,6.596
1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,7.621
1,1,1,0,1,0,0,1,1,1,0,0,1,0,0,1,7.654
0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,11.131
1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,7.996
0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,18.781
0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,11.131
1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,14.951
1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,5.405
0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,10.408
0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,10.396
1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,6.416
0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,18.433
0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,23.235
0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,11.113
0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,18.759
1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,4.36
1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,6.799
0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,18.379
1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,7.645
0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,26.881
0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,18.794
0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,18.484
1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,14.79
0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,5.164
1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,15.005
0,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,11.166
0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,10.62
0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,11.509
0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,10.834
1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,4.383
0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,5.147
1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,14.899
1,0,1,0,0,1,0,1,0,0,1,1,1,1,1,0,7.986
1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,6.535
0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,5.141
0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,10.472
1,1,0,1,0,1,0,0,1,1,1,1,0,0,1,1,6.841
1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,8.106
1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,5.365
1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,5.378
1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,6.835
0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,23.443
0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,11.07
0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,9.931
1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,6.475
1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,6.593
1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,14.964
0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,7.37
0,0,1,0,0,1,1,1,1,1,0,0,1,0,1,1,5.185
1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,7.149
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,18.637
1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,6.433
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14.89
0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,4.756
1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,5.367
0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,10.324
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,18.507
1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,23.198
0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,7.557
1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6.914
0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,0,18.765
0,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,9.926
1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,5.383
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,18.665
0,1,1,1,0,0,1,0,1,0,1,1,0,1,1,1,9.819
0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,1,4.727
1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,6.552
0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,11.134
0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,18.703
0,1,0,1,1,0,1,1,0,0,1,0,0,0,1,1,7.464
1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,6.513
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11
1,1,0,0,1,1,1,1,0,1,0,1,1,1,0,1,5.396
1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,6.592
1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,5.374
0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,10.391
0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,4.771
0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,11.765
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,18.446
0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,4.788
0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,10.352
0,1,1,0,1,1,0,0,1,1,1,1,1,0,1,0,10.341
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,18.45
0,0,0,1,1,1,1,0,1,1,0,0,1,1,0,1,18.65
1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,6.518
0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,9.94
0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0,11.047
1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,6.461
1,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,7.789
0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,11.695
0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,18.587
1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,6.86
0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,11.057
0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,26.884
1,1,0,0,0,1,1,0,0,0,1,0,1,1,1,1,6.828
0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,10.441
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,27.102
1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,4.374
0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,5.231
0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,10.403
1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,4.343
1,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,6.753
1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,14.87
1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,4.809
0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,10.361
0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,11.099
1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,15.038
1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,7.893
1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,14.959
0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,10.336
1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,14.992
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,26.962
1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,4.378
1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,14.842
1,0,1,1,1,0,0,1,1,1,1,1,0,0,1,1,8.078
1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,4.332
1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,7.699
0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,23.498
1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,5.33
0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,10.59
1,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0,8.012
1,1,0,1,1,0,1,1,0,1,1,0,0,0,1,0,5.415
1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,8.1
1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,6.981
1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,4.858
0,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,5.149
0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,10.658
1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,21.258
1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,14.843
1,0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,23.468
0,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,10.39
1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,7.736
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,26.682
0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,4.74
0,0,1,0,1,1,1,0,1,0,1,0,1,1,0,0,10.61
0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,7.454
1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,4.362
0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,18.663
1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,6.902
0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,18.601
1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,4.394
0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,27.127
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,11.079
1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,4.885
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,18.028
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.639
1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,4.362
1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,14.92
1,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,6.55
1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,7.183
1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,14.851
0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,11.088
1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,6.784
0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,26.756
1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,7.735
1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,7.656
1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,1,4.368
0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,11.21
1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,14.962
1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,7.565
1,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,5.335
0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,1,11.104
1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,4.368
1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,14.965
1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,4.34
0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,4.777
1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,7.253
0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,18.672
0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,7.369
1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,5.356
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10.917
0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,7.46
0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,18.623
0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,10.829
1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,4.868
1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0,7.672
0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,10.99
1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,7.169
0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,18.649
0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,23.418
0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,18.638
0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,10.454
1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1,6.74
0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,18.642
1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,23.068
0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,7.5
0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,10.985
1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,4.366
0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,10.896
0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,4.706
0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,11.754
0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,26.828
1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,7.014
0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,26.977
1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,1,4.351
1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,7.798
1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,7.105
0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,26.918
1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,4.853
1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,4.331
1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,21.248
0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,23.512
1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,6.775
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,18.629
1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,4.832
1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,1,7.661
0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,4.745
0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,0,10.634
0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,11.033
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11.791
0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,11.122
1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,7.098
1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,8.149
1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,6.369
1,0,1,1,0,1,0,0,0,0,1,1,1,0,1,1,7.183
0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,18.624
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,4.401
0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,18.505
1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,6.665
0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,7.484
1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,6.805
1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,6.749
1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,6.652
0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,23.213
1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,7.755
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,18.397
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15.134
0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,10.433
1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,7.58
0,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,4.783
0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,5.215
1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,5.375
0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,18.538
0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,11.766
1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,7.755
0,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,11.142
1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,7.676
0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,5.18
1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,4.825
1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,6.543
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,18.581
1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,4.86
0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,11.641
0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,23.384
0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,18.484
0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,4.722
0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,23.272
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,18.539
1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,14.853
1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,4.856
1,1,0,1,1,0,1,0,1,0,0,1,1,1,0,0,6.781
0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,10.383
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,14.904
1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,6.962
0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,11.022
1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,5.331
1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6.912
1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,7.17
0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,26.894
0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,10.622
1,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,7.878
0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,10.34
0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,4.761
1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,7.15
0,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,11.046
1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,4.358
0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,11.051
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,18.646
0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,23.263
0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,23.44
0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,18.597
1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,23.095
0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,10.392
1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,21.402
0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,7.461
1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,7.192
1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,7.648
0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,11.687
0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,4.778
0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,23.301
0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,18.555
0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,26.586
0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,18.604
0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,10.763
1,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0,8.027
1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,4.33
1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,6.615
1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,5.34
1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,6.45
1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,6.586
0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,11.727
0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,4.779
0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1,23.521
0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,18.431
0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,10.929
0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,18.698
0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,11.181
1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,7.578
0,1,0,1,0,1,1,0,0,1,0,1,1,0,1,1,10.477
1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,21.253
1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,21.197
0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,10.919
0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,5.126
1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,4.4
1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,6.797
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,18.442
0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,10.711
0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,11.708
0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,5.177
1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,15.073
1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,4.36
1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,7.64
0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,26.928
0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,11.037
1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,23.205
0,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,10.998
1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,6.458
1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,6.539
1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,6.896
0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,4.73
1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,7.095
0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,7.436
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10.96
0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,7.367
1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,23.498
1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,7.851
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,18.514
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,18.571
0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,23.413
1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,1,7.222
0,1,1,0,0,1,1,1,1,0,1,1,0,1,0,1,4.743
0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,18.733
0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,1,11.631
1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,5.347
1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,23.323
0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,26.687
0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,4.711
0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10.926
1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,5.369
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,10.936
0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,4.767
1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,23.376
0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,11.851
0,1,1,1,1,1,0,0,0,0,1,0,1,1,0,1,10.296
1,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,5.344
1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,6.782
0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,0,5.173
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10.346
1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,23.338
1,0,0,1,1,1,1,0,0,0,0,1,1,0,1,1,14.832
