CACHE_MODE,MAX_MEMORY,TEMPORARY,DUPLICATES,SEQUENTIAL,ENV_IS_LOCKING,time
0,0,0,0,0,0,0.018
0,1,1,0,0,0,0
1,0,0,0,0,0,0.037
0,0,1,1,1,1,0
1,1,0,0,1,0,0
1,1,0,0,1,1,0
0,1,1,0,0,1,0
0,0,0,1,0,0,0.016
0,1,0,1,0,1,0
1,0,1,1,1,1,0
0,1,0,0,1,0,0
0,1,0,0,1,1,0
1,0,1,1,1,0,0
1,1,1,0,0,1,0
1,1,1,0,0,0,0
0,1,0,0,0,1,0
1,0,1,1,0,1,0.026
0,0,0,1,0,1,0.018
0,0,1,1,1,0,0
0,0,0,1,1,0,0
0,1,1,1,0,0,0
1,1,0,0,0,0,0
1,1,1,1,0,1,0.003
0,1,0,1,1,0,0
1,0,1,0,1,1,0
0,0,1,0,1,0,0
0,1,1,0,1,0,0
0,0,0,0,0,1,0.026
1,1,1,0,1,1,0.003
0,0,1,1,0,0,0.01
1,0,0,0,1,1,0
0,1,1,1,1,1,0
0,0,1,0,0,1,0.055
0,1,0,1,0,0,0
0,1,1,1,1,0,0
1,0,0,0,1,0,0
0,0,1,0,0,0,0.06
0,0,0,0,1,0,0
0,0,0,0,1,1,0
1,1,1,1,1,0,0
1,0,1,0,0,1,0.04
1,1,1,1,1,1,0.003
1,0,1,0,0,0,0.042
1,0,1,0,1,0,0
1,0,0,0,0,1,0.032
1,1,0,0,0,1,0
0,1,1,1,0,1,0
0,0,1,1,0,1,0.021
1,1,1,1,0,0,0
0,1,0,1,1,1,0
0,0,1,0,1,1,0
0,1,0,0,0,0,0
1,0,1,1,0,0,0.026
1,1,1,0,1,0,0
0,0,0,1,1,1,0
0,1,1,0,1,1,0
