CACHE_MODE,MAX_MEMORY,TEMPORARY,DUPLICATES,SEQUENTIAL,ENV_IS_LOCKING,time
0,0,0,0,0,0,2.771
0,1,1,0,0,0,2.322
1,1,1,0,1,1,0.028
0,0,1,1,0,0,3.002
0,0,1,1,1,1,0.146
0,1,1,1,1,1,0.126
0,0,1,0,0,1,4.316
0,1,0,1,0,0,0.227
0,1,1,1,1,0,0.117
0,1,1,0,0,1,2.317
0,0,1,0,0,0,4.329
0,0,0,1,0,0,0.724
0,1,0,1,0,1,0.218
1,1,1,1,1,0,0.032
1,0,1,0,0,1,3.262
1,0,1,1,1,1,0.112
0,0,0,0,1,0,2.385
1,1,1,1,1,1,0.03
0,1,0,0,1,1,2.387
0,1,0,0,1,0,2.388
0,0,0,0,1,1,2.387
1,0,1,1,1,0,0.107
1,1,1,0,0,0,0.038
1,0,1,0,0,0,3.269
1,1,1,0,0,1,0.032
1,0,1,1,0,1,2.994
0,1,0,0,0,1,2.386
1,0,1,0,1,0,1.2
0,0,0,1,0,1,0.719
0,1,1,1,0,1,0.123
0,0,1,1,1,0,0.154
0,0,1,1,0,1,2.774
1,1,1,1,0,0,0.033
0,1,0,1,1,1,0.222
0,0,0,1,1,0,0.222
0,0,1,0,1,1,2.338
0,1,1,1,0,0,0.127
0,1,0,0,0,0,2.388
1,0,1,1,0,0,2.997
1,1,1,1,0,1,0.03
0,1,0,1,1,0,0.219
1,0,1,0,1,1,1.203
0,0,0,1,1,1,0.221
1,1,1,0,1,0,0.04
0,0,1,0,1,0,2.343
0,1,1,0,1,0,2.305
0,1,1,0,1,1,2.312
0,0,0,0,0,1,2.769
