CACHE_MODE,MAX_MEMORY,TEMPORARY,DUPLICATES,SEQUENTIAL,ENV_IS_LOCKING,time
0,0,0,0,0,0,0.016
0,1,1,0,0,0,0.003
1,1,1,0,1,1,0.113
0,0,1,1,0,0,0.037
0,0,1,1,1,1,0.005
0,1,1,1,1,1,0.005
0,0,1,0,0,1,0.058
0,1,0,1,0,0,0.005
0,1,1,1,1,0,0.013
0,1,1,0,0,1,0.005
0,0,1,0,0,0,0.052
0,0,0,1,0,0,0.005
0,1,0,1,0,1,0.008
1,1,1,1,1,0,0.066
1,0,1,0,0,1,0.066
1,0,1,1,1,1,0.05
0,0,0,0,1,0,0.005
1,1,1,1,1,1,0.068
0,1,0,0,1,1,0.008
0,1,0,0,1,0,0.005
0,0,0,0,1,1,0.005
1,0,1,1,1,0,0.05
1,1,1,0,0,0,0.109
1,0,1,0,0,0,0.066
1,1,1,0,0,1,0.095
1,0,1,1,0,1,0.114
0,1,0,0,0,1,0.005
1,0,1,0,1,0,0.079
0,0,0,1,0,1,0.005
0,1,1,1,0,1,0.003
0,0,1,1,1,0,0.01
0,0,1,1,0,1,0.042
1,1,1,1,0,0,0.121
0,1,0,1,1,1,0.005
0,0,0,1,1,0,0.005
0,0,1,0,1,1,0.013
0,1,1,1,0,0,0.005
0,1,0,0,0,0,0.005
1,0,1,1,0,0,0.113
1,1,1,1,0,1,0.113
0,1,0,1,1,0,0.005
1,0,1,0,1,1,0.1
0,0,0,1,1,1,0.005
1,1,1,0,1,0,0.095
0,0,1,0,1,0,0.011
0,1,1,0,1,0,0.003
0,1,1,0,1,1,0.005
0,0,0,0,0,1,0.011
