CACHE_MODE,MAX_MEMORY,TEMPORARY,DUPLICATES,SEQUENTIAL,ENV_IS_LOCKING,time
0,0,0,0,0,0,0.21
0,1,1,0,0,0,0.021
1,1,1,0,1,1,0.008
0,0,1,1,0,0,0.123
0,0,1,1,1,1,0
0,1,1,1,1,1,0
0,0,1,0,0,1,0.197
0,1,0,1,0,0,0.024
0,1,1,1,1,0,0.008
0,1,1,0,0,1,0.024
0,0,1,0,0,0,0.192
0,0,0,1,0,0,0.241
0,1,0,1,0,1,0.024
1,1,1,1,1,0,0.005
1,0,1,0,0,1,0.23
1,0,1,1,1,1,0.018
0,0,0,0,1,0,0.005
1,1,1,1,1,1,0.008
0,1,0,0,1,1,0
0,1,0,0,1,0,0
0,0,0,0,1,1,0.005
1,0,1,1,1,0,0.018
1,1,1,0,0,0,0.185
1,0,1,0,0,0,0.242
1,1,1,0,0,1,0.201
1,0,1,1,0,1,0.126
0,1,0,0,0,1,0.013
1,0,1,0,1,0,0.008
0,0,0,1,0,1,0.212
0,1,1,1,0,1,0.024
0,0,1,1,1,0,0
0,0,1,1,0,1,0.142
1,1,1,1,0,0,0.156
0,1,0,1,1,1,0
0,0,0,1,1,0,0.005
0,0,1,0,1,1,0
0,1,1,1,0,0,0.021
0,1,0,0,0,0,0.016
1,0,1,1,0,0,0.14
1,1,1,1,0,1,0.15
0,1,0,1,1,0,0.003
1,0,1,0,1,1,0.013
0,0,0,1,1,1,0.003
1,1,1,0,1,0,0.016
0,0,1,0,1,0,0.003
0,1,1,0,1,0,0.003
0,1,1,0,1,1,0.003
0,0,0,0,0,1,0.181
