CACHE_MODE,MAX_MEMORY,TEMPORARY,DUPLICATES,SEQUENTIAL,ENV_IS_LOCKING,time
0,0,0,0,0,0,0.042
0,1,1,0,0,0,0.021
1,1,1,0,1,1,0
0,0,1,1,0,0,0.029
0,0,1,1,1,1,0
0,1,1,1,1,1,0
0,0,1,0,0,1,0.047
0,1,0,1,0,0,0.005
0,1,1,1,1,0,0
0,1,1,0,0,1,0.022
0,0,1,0,0,0,0.04
0,0,0,1,0,0,0.032
0,1,0,1,0,1,0.005
1,1,1,1,1,0,0
1,0,1,0,0,1,0.029
1,0,1,1,1,1,0
0,0,0,0,1,0,0.011
1,1,1,1,1,1,0
0,1,0,0,1,1,0.045
0,1,0,0,1,0,0.047
0,0,0,0,1,1,0.013
1,0,1,1,1,0,0
1,1,1,0,0,0,0
1,0,1,0,0,0,0.031
1,1,1,0,0,1,0
1,0,1,1,0,1,0.029
0,1,0,0,0,1,0.066
1,0,1,0,1,0,0
0,0,0,1,0,1,0.026
0,1,1,1,0,1,0
0,0,1,1,1,0,0
0,0,1,1,0,1,0.034
1,1,1,1,0,0,0
0,1,0,1,1,1,0.005
0,0,0,1,1,0,0.005
0,0,1,0,1,1,0.008
0,1,1,1,0,0,0
0,1,0,0,0,0,0.066
1,0,1,1,0,0,0.029
1,1,1,1,0,1,0
0,1,0,1,1,0,0.005
1,0,1,0,1,1,0
0,0,0,1,1,1,0
1,1,1,0,1,0,0
0,0,1,0,1,0,0
0,1,1,0,1,0,0.021
0,1,1,0,1,1,0.024
0,0,0,0,0,1,0.042
