CACHE_MODE,MAX_MEMORY,TEMPORARY,DUPLICATES,SEQUENTIAL,ENV_IS_LOCKING,time
0,0,0,0,0,0,0
0,1,1,0,0,0,0.011
1,1,1,0,1,1,0.129
0,0,1,1,0,0,0.021
0,0,1,1,1,1,0.013
0,1,1,1,1,1,0.008
0,0,1,0,0,1,0.042
0,1,0,1,0,0,0.008
0,1,1,1,1,0,0.021
0,1,1,0,0,1,0.008
0,0,1,0,0,0,0.045
0,0,0,1,0,0,0.008
0,1,0,1,0,1,0.011
1,1,1,1,1,0,0.102
1,0,1,0,0,1,0.058
1,0,1,1,1,1,0.094
0,0,0,0,1,0,0.008
1,1,1,1,1,1,0.108
0,1,0,0,1,1,0.008
0,1,0,0,1,0,0.003
0,0,0,0,1,1,0.005
1,0,1,1,1,0,0.076
1,1,1,0,0,0,0.132
1,0,1,0,0,0,0.066
1,1,1,0,0,1,0.101
1,0,1,1,0,1,0.063
0,1,0,0,0,1,0
1,0,1,0,1,0,0.069
0,0,0,1,0,1,0.005
0,1,1,1,0,1,0.013
0,0,1,1,1,0,0.008
0,0,1,1,0,1,0.024
1,1,1,1,0,0,0.087
0,1,0,1,1,1,0.008
0,0,0,1,1,0,0.005
0,0,1,0,1,1,0.01
0,1,1,1,0,0,0.021
0,1,0,0,0,0,0.003
1,0,1,1,0,0,0.047
1,1,1,1,0,1,0.095
0,1,0,1,1,0,0.008
1,0,1,0,1,1,0.063
0,0,0,1,1,1,0.011
1,1,1,0,1,0,0.116
0,0,1,0,1,0,0.008
0,1,1,0,1,0,0.011
0,1,1,0,1,1,0.013
0,0,0,0,0,1,0
