CACHE_MODE,MAX_MEMORY,TEMPORARY,DUPLICATES,SEQUENTIAL,ENV_IS_LOCKING,time
0,0,0,0,0,0,0
0,1,1,0,0,0,0.005
1,1,0,1,1,0,0
1,0,0,0,0,0,0.016
0,0,1,1,1,1,0.008
1,1,0,1,0,1,0
1,0,0,1,0,0,0
1,1,0,0,1,0,0
1,1,0,0,1,1,0
0,1,1,0,0,1,0
0,1,0,1,0,1,0.003
0,0,0,1,0,0,0
1,0,1,1,1,1,0
0,1,0,0,1,0,0
0,1,0,0,1,1,0
1,0,1,1,1,0,0
1,1,1,0,0,1,0
1,1,1,0,0,0,0
0,1,0,0,0,1,0
1,0,1,1,0,1,0.032
0,0,0,1,0,1,0
0,0,1,1,1,0,0.008
0,0,0,1,1,0,0
0,1,1,1,0,0,0.003
1,1,0,0,0,0,0
1,1,1,1,0,1,0
0,1,0,1,1,0,0
1,0,1,0,1,1,0
1,1,0,1,1,1,0
0,0,1,0,1,0,0.016
1,0,0,1,1,1,0
0,1,1,0,1,0,0.005
0,0,0,0,0,1,0
1,1,1,0,1,1,0.003
0,0,1,1,0,0,0.024
1,0,0,0,1,1,0
0,1,1,1,1,1,0
0,0,1,0,0,1,0.026
0,1,0,1,0,0,0
0,1,1,1,1,0,0
1,0,0,0,1,0,0.008
1,0,0,1,0,1,0
1,1,0,1,0,0,0
0,0,1,0,0,0,0.032
0,0,0,0,1,0,0
0,0,0,0,1,1,0
1,1,1,1,1,0,0
1,0,1,0,0,1,0.04
1,1,1,1,1,1,0
1,0,1,0,0,0,0.047
1,0,1,0,1,0,0
1,0,0,0,0,1,0.018
1,1,0,0,0,1,0
0,1,1,1,0,1,0.003
0,0,1,1,0,1,0.021
1,1,1,1,0,0,0
0,1,0,1,1,1,0
0,0,1,0,1,1,0.008
0,1,0,0,0,0,0
1,0,1,1,0,0,0.026
1,1,1,0,1,0,0
0,0,0,1,1,1,0
1,0,0,1,1,0,0
0,1,1,0,1,1,0.003
