CACHE_MODE,MAX_MEMORY,TEMPORARY,DUPLICATES,SEQUENTIAL,ENV_IS_LOCKING,time
0,0,0,0,0,0,0
0,1,1,0,0,0,0.008
1,1,1,0,1,1,0
0,0,1,1,0,0,0
0,0,1,1,1,1,0
0,1,1,1,1,1,0
0,0,1,0,0,1,0
0,1,0,1,0,0,0
0,1,1,1,1,0,0
0,1,1,0,0,1,0.008
0,0,1,0,0,0,0
0,0,0,1,0,0,0
0,1,0,1,0,1,0
1,1,1,1,1,0,0
1,0,1,0,0,1,0
1,0,1,1,1,1,0
0,0,0,0,1,0,0.003
1,1,1,1,1,1,0
0,1,0,0,1,1,0.011
0,1,0,0,1,0,0.011
0,0,0,0,1,1,0.008
1,0,1,1,1,0,0
1,1,1,0,0,0,0
1,0,1,0,0,0,0
1,1,1,0,0,1,0
1,0,1,1,0,1,0
0,1,0,0,0,1,0.005
1,0,1,0,1,0,0
0,0,0,1,0,1,0
0,1,1,1,0,1,0
0,0,1,1,1,0,0
0,0,1,1,0,1,0
1,1,1,1,0,0,0
0,1,0,1,1,1,0.005
0,0,0,1,1,0,0
0,0,1,0,1,1,0
0,1,1,1,0,0,0
0,1,0,0,0,0,0.008
1,0,1,1,0,0,0.005
1,1,1,1,0,1,0
0,1,0,1,1,0,0
1,0,1,0,1,1,0
0,0,0,1,1,1,0
1,1,1,0,1,0,0
0,0,1,0,1,0,0
0,1,1,0,1,0,0.006
0,1,1,0,1,1,0.008
0,0,0,0,0,1,0
