CACHE_MODE,MAX_MEMORY,TEMPORARY,DUPLICATES,SEQUENTIAL,ENV_IS_LOCKING,time
0,0,0,0,0,0,0
0,1,1,0,0,0,0
1,1,1,0,1,1,0.003
0,0,1,1,0,0,0.026
0,0,1,1,1,1,0
0,1,1,1,1,1,0
0,0,1,0,0,1,0.026
0,1,0,1,0,0,0
0,1,1,1,1,0,0
0,1,1,0,0,1,0
0,0,1,0,0,0,0.034
0,0,0,1,0,0,0
0,1,0,1,0,1,0
1,1,1,1,1,0,0
1,0,1,0,0,1,0.021
1,0,1,1,1,1,0.005
0,0,0,0,1,0,0
1,1,1,1,1,1,0
0,1,0,0,1,1,0
0,1,0,0,1,0,0
0,0,0,0,1,1,0
1,0,1,1,1,0,0.018
1,1,1,0,0,0,0
1,0,1,0,0,0,0.037
1,1,1,0,0,1,0
1,0,1,1,0,1,0.005
0,1,0,0,0,1,0
1,0,1,0,1,0,0.008
0,0,0,1,0,1,0
0,1,1,1,0,1,0
0,0,1,1,1,0,0
0,0,1,1,0,1,0.01
1,1,1,1,0,0,0
0,1,0,1,1,1,0
0,0,0,1,1,0,0
0,0,1,0,1,1,0
0,1,1,1,0,0,0
0,1,0,0,0,0,0
1,0,1,1,0,0,0.013
1,1,1,1,0,1,0
0,1,0,1,1,0,0
1,0,1,0,1,1,0.013
0,0,0,1,1,1,0
1,1,1,0,1,0,0
0,0,1,0,1,0,0.003
0,1,1,0,1,0,0
0,1,1,0,1,1,0
0,0,0,0,0,1,0
