CACHE_MODE,MAX_MEMORY,TEMPORARY,DUPLICATES,SEQUENTIAL,ENV_IS_LOCKING,time
0,0,0,0,0,0,0.024
0,1,1,0,0,0,0.011
1,0,0,0,0,0,0.034
0,0,1,1,1,1,0.003
1,1,0,0,1,0,0
1,1,0,0,1,1,0
0,1,1,0,0,1,0.013
0,0,0,1,0,0,0.024
0,1,0,1,0,1,0.013
1,0,1,1,1,1,0.003
0,1,0,0,1,0,0.016
0,1,0,0,1,1,0.013
1,0,1,1,1,0,0.013
1,1,1,0,0,1,0
1,1,1,0,0,0,0
0,1,0,0,0,1,0
1,0,1,1,0,1,0.011
0,0,0,1,0,1,0.029
0,0,1,1,1,0,0
0,0,0,1,1,0,0
0,1,1,1,0,0,0.008
1,1,0,0,0,0,0
1,1,1,1,0,1,0
0,1,0,1,1,0,0
1,0,1,0,1,1,0
0,0,1,0,1,0,0.021
0,1,1,0,1,0,0.016
0,0,0,0,0,1,0.016
1,1,1,0,1,1,0
0,0,1,1,0,0,0.005
1,0,0,0,1,1,0.008
0,1,1,1,1,1,0
0,0,1,0,0,1,0.016
0,1,0,1,0,0,0.018
0,1,1,1,1,0,0.003
1,0,0,0,1,0,0.003
0,0,1,0,0,0,0.016
0,0,0,0,1,0,0.021
0,0,0,0,1,1,0.024
1,1,1,1,1,0,0
1,0,1,0,0,1,0.019
1,1,1,1,1,1,0
1,0,1,0,0,0,0.021
1,0,1,0,1,0,0
1,0,0,0,0,1,0.039
1,1,0,0,0,1,0
0,1,1,1,0,1,0.013
0,0,1,1,0,1,0.016
1,1,1,1,0,0,0
0,1,0,1,1,1,0
0,0,1,0,1,1,0.018
0,1,0,0,0,0,0
1,0,1,1,0,0,0.01
1,1,1,0,1,0,0
0,0,0,1,1,1,0
0,1,1,0,1,1,0.017
