CACHE_MODE,MAX_MEMORY,TEMPORARY,DUPLICATES,SEQUENTIAL,ENV_IS_LOCKING,time
0,0,0,0,0,0,0
0,1,1,0,0,0,0
1,1,1,0,1,1,0.008
0,0,1,1,0,0,0.005
0,0,1,1,1,1,0
0,1,1,1,1,1,0
0,0,1,0,0,1,0.011
0,1,0,1,0,0,0.003
0,1,1,1,1,0,0
0,1,1,0,0,1,0
0,0,1,0,0,0,0.016
0,0,0,1,0,0,0
0,1,0,1,0,1,0.003
1,1,1,1,1,0,0.005
1,0,1,0,0,1,0.379
1,0,1,1,1,1,0.234
0,0,0,0,1,0,0.005
1,1,1,1,1,1,0.139
0,1,0,0,1,1,0
0,1,0,0,1,0,0.003
0,0,0,0,1,1,0.005
1,0,1,1,1,0,0.005
1,1,1,0,0,0,0.526
1,0,1,0,0,0,0.387
1,1,1,0,0,1,0.224
1,0,1,1,0,1,0.278
0,1,0,0,0,1,0
1,0,1,0,1,0,0.016
0,0,0,1,0,1,0
0,1,1,1,0,1,0
0,0,1,1,1,0,0
0,0,1,1,0,1,0
1,1,1,1,0,0,0.198
0,1,0,1,1,1,0.005
0,0,0,1,1,0,0
0,0,1,0,1,1,0
0,1,1,1,0,0,0
0,1,0,0,0,0,0.003
1,0,1,1,0,0,0.263
1,1,1,1,0,1,0.134
0,1,0,1,1,0,0
1,0,1,0,1,1,0.005
0,0,0,1,1,1,0
1,1,1,0,1,0,0.289
0,0,1,0,1,0,0.003
0,1,1,0,1,0,0.003
0,1,1,0,1,1,0
0,0,0,0,0,1,0.005
