CACHE_MODE,MAX_MEMORY,TEMPORARY,DUPLICATES,SEQUENTIAL,ENV_IS_LOCKING,time
0,0,0,0,0,0,0.118
0,1,1,0,0,0,0.019
1,1,1,0,1,1,0.003
0,0,1,1,0,0,0.194
0,0,1,1,1,1,0.021
0,1,1,1,1,1,0.021
0,0,1,0,0,1,0.252
0,1,0,1,0,0,0.021
0,1,1,1,1,0,0.026
0,1,1,0,0,1,0.016
0,0,1,0,0,0,0.265
0,0,0,1,0,0,0.115
0,1,0,1,0,1,0.019
1,1,1,1,1,0,0.003
1,0,1,0,0,1,0.26
1,0,1,1,1,1,0
0,0,0,0,1,0,0.008
1,1,1,1,1,1,0
0,1,0,0,1,1,0.003
0,1,0,0,1,0,0.003
0,0,0,0,1,1,0.008
1,0,1,1,1,0,0.005
1,1,1,0,0,0,0
1,0,1,0,0,0,0.244
1,1,1,0,0,1,0.003
1,0,1,1,0,1,0.178
0,1,0,0,0,1,0.003
1,0,1,0,1,0,0
0,0,0,1,0,1,0.105
0,1,1,1,0,1,0.029
0,0,1,1,1,0,0.021
0,0,1,1,0,1,0.149
1,1,1,1,0,0,0.005
0,1,0,1,1,1,0.013
0,0,0,1,1,0,0.021
0,0,1,0,1,1,0.026
0,1,1,1,0,0,0.021
0,1,0,0,0,0,0.005
1,0,1,1,0,0,0.186
1,1,1,1,0,1,0.005
0,1,0,1,1,0,0.013
1,0,1,0,1,1,0.003
0,0,0,1,1,1,0.013
1,1,1,0,1,0,0.005
0,0,1,0,1,0,0.021
0,1,1,0,1,0,0.021
0,1,1,0,1,1,0.021
0,0,0,0,0,1,0.13
