CACHE_MODE,MAX_MEMORY,TEMPORARY,DUPLICATES,SEQUENTIAL,ENV_IS_LOCKING,time
0,0,0,0,0,0,0.005
0,1,1,0,0,0,0.016
1,1,1,0,1,1,0
0,0,1,1,0,0,0.089
0,0,1,1,1,1,0.01
0,1,1,1,1,1,0.026
0,0,1,0,0,1,0.123
0,1,0,1,0,0,0
0,1,1,1,1,0,0.026
0,1,1,0,0,1,0.029
0,0,1,0,0,0,0.118
0,0,0,1,0,0,0
0,1,0,1,0,1,0
1,1,1,1,1,0,0
1,0,1,0,0,1,0
1,0,1,1,1,1,0
0,0,0,0,1,0,0
1,1,1,1,1,1,0
0,1,0,0,1,1,0
0,1,0,0,1,0,0
0,0,0,0,1,1,0
1,0,1,1,1,0,0
1,1,1,0,0,0,0
1,0,1,0,0,0,0
1,1,1,0,0,1,0
1,0,1,1,0,1,0
0,1,0,0,0,1,0
1,0,1,0,1,0,0
0,0,0,1,0,1,0
0,1,1,1,0,1,0.01
0,0,1,1,1,0,0.018
0,0,1,1,0,1,0.081
1,1,1,1,0,0,0
0,1,0,1,1,1,0
0,0,0,1,1,0,0
0,0,1,0,1,1,0.018
0,1,1,1,0,0,0.018
0,1,0,0,0,0,0
1,0,1,1,0,0,0
1,1,1,1,0,1,0
0,1,0,1,1,0,0
1,0,1,0,1,1,0
0,0,0,1,1,1,0
1,1,1,0,1,0,0
0,0,1,0,1,0,0.018
0,1,1,0,1,0,0.003
0,1,1,0,1,1,0.017
0,0,0,0,0,1,0
