CACHE_MODE,MAX_MEMORY,TEMPORARY,DUPLICATES,SEQUENTIAL,ENV_IS_LOCKING,time
0,0,0,0,0,0,0.01
0,1,1,0,0,0,0
1,1,1,0,1,1,0.021
0,0,1,1,0,0,0.021
0,0,1,1,1,1,0
0,1,1,1,1,1,0.003
0,0,1,0,0,1,0.024
0,1,0,1,0,0,0
0,1,1,1,1,0,0
0,1,1,0,0,1,0
0,0,1,0,0,0,0.016
0,0,0,1,0,0,0
0,1,0,1,0,1,0
1,1,1,1,1,0,0.021
1,0,1,0,0,1,0.026
1,0,1,1,1,1,0.021
0,0,0,0,1,0,0
1,1,1,1,1,1,0.018
0,1,0,0,1,1,0
0,1,0,0,1,0,0
0,0,0,0,1,1,0
1,0,1,1,1,0,0.026
1,1,1,0,0,0,0.029
1,0,1,0,0,0,0.021
1,1,1,0,0,1,0.024
1,0,1,1,0,1,0.024
0,1,0,0,0,1,0
1,0,1,0,1,0,0.026
0,0,0,1,0,1,0
0,1,1,1,0,1,0
0,0,1,1,1,0,0
0,0,1,1,0,1,0.018
1,1,1,1,0,0,0.032
0,1,0,1,1,1,0
0,0,0,1,1,0,0
0,0,1,0,1,1,0
0,1,1,1,0,0,0
0,1,0,0,0,0,0
1,0,1,1,0,0,0.024
1,1,1,1,0,1,0.031
0,1,0,1,1,0,0.003
1,0,1,0,1,1,0.026
0,0,0,1,1,1,0
1,1,1,0,1,0,0.024
0,0,1,0,1,0,0
0,1,1,0,1,0,0
0,1,1,0,1,1,0
0,0,0,0,0,1,0.005
