CACHE_MODE,MAX_MEMORY,TEMPORARY,DUPLICATES,SEQUENTIAL,ENV_IS_LOCKING,time
0,0,0,0,0,0,0.123
0,1,1,0,0,0,0.011
1,0,0,0,0,0,0.142
0,0,1,1,1,1,0.005
1,1,0,0,1,0,0.005
1,1,0,0,1,1,0.013
0,1,1,0,0,1,0.003
0,0,0,1,0,0,0
0,1,0,1,0,1,0
0,1,0,0,1,1,0.013
1,0,1,1,1,1,0.016
1,0,1,1,1,0,0.026
0,1,0,0,1,0,0.011
1,1,1,0,0,1,0.008
1,1,1,0,0,0,0.008
0,1,0,0,0,1,0.013
1,0,1,1,0,1,0
0,0,0,1,0,1,0
0,0,1,1,1,0,0.011
0,0,0,1,1,0,0.016
0,1,1,1,0,0,0
1,1,0,0,0,0,0.005
1,1,1,1,0,1,0
0,1,0,1,1,0,0.016
1,0,1,0,1,1,0.005
0,0,1,0,1,0,0.013
0,1,1,0,1,0,0.011
0,0,0,0,0,1,0.145
1,1,1,0,1,1,0.011
0,0,1,1,0,0,0
0,1,1,1,1,1,0.005
1,0,0,0,1,1,0.003
0,0,1,0,0,1,0.491
0,1,0,1,0,0,0
0,1,1,1,1,0,0.008
1,0,0,0,1,0,0.018
0,0,1,0,0,0,0.438
1,1,1,1,1,0,0.016
1,0,1,0,0,1,0.331
1,1,1,1,1,1,0.016
0,0,0,0,1,1,0.016
0,0,0,0,1,0,0.011
1,0,1,0,0,0,0.334
1,0,1,0,1,0,0.011
1,0,0,0,0,1,0.147
0,1,1,1,0,1,0
1,1,0,0,0,1,0.005
0,0,1,1,0,1,0
1,1,1,1,0,0,0
0,1,0,1,1,1,0.013
0,0,1,0,1,1,0.016
1,0,1,1,0,0,0
0,1,0,0,0,0,0.008
1,1,1,0,1,0,0.01
0,0,0,1,1,1,0.016
0,1,1,0,1,1,0.011
