CACHE_MODE,MAX_MEMORY,TEMPORARY,DUPLICATES,SEQUENTIAL,ENV_IS_LOCKING,time
0,0,0,0,0,0,0
0,1,1,0,0,0,0
1,1,1,0,1,1,0.105
0,0,1,1,0,0,0
0,0,1,1,1,1,0
0,1,1,1,1,1,0
0,0,1,0,0,1,0
0,1,0,1,0,0,0
0,1,1,1,1,0,0.003
0,1,1,0,0,1,0
0,0,1,0,0,0,0
0,0,0,1,0,0,0
0,1,0,1,0,1,0
1,1,1,1,1,0,0.102
1,0,1,0,0,1,0.09
1,0,1,1,1,1,0.118
0,0,0,0,1,0,0
1,1,1,1,1,1,0.097
0,1,0,0,1,1,0
0,1,0,0,1,0,0
0,0,0,0,1,1,0
1,0,1,1,1,0,0.123
1,1,1,0,0,0,0.09
1,0,1,0,0,0,0.095
1,1,1,0,0,1,0.103
1,0,1,1,0,1,0.087
0,1,0,0,0,1,0
1,0,1,0,1,0,0.085
0,0,0,1,0,1,0
0,1,1,1,0,1,0
0,0,1,1,1,0,0.003
0,0,1,1,0,1,0
1,1,1,1,0,0,0.11
0,1,0,1,1,1,0
0,0,0,1,1,0,0
0,0,1,0,1,1,0
0,1,1,1,0,0,0.003
0,1,0,0,0,0,0
1,0,1,1,0,0,0.071
1,1,1,1,0,1,0.121
0,1,0,1,1,0,0
1,0,1,0,1,1,0.074
0,0,0,1,1,1,0
1,1,1,0,1,0,0.1
0,0,1,0,1,0,0.003
0,1,1,0,1,0,0.005
0,1,1,0,1,1,0.003
0,0,0,0,0,1,0
