CACHE_MODE,MAX_MEMORY,TEMPORARY,DUPLICATES,SEQUENTIAL,ENV_IS_LOCKING,time
0,0,0,0,0,0,0
0,1,1,0,0,0,0
1,1,1,0,1,1,0.026
0,0,1,1,0,0,0
0,0,1,1,1,1,0
0,1,1,1,1,1,0
0,0,1,0,0,1,0
0,1,0,1,0,0,0
0,1,1,1,1,0,0
0,1,1,0,0,1,0
0,0,1,0,0,0,0
0,0,0,1,0,0,0
0,1,0,1,0,1,0
1,1,1,1,1,0,0.042
1,0,1,0,0,1,0.063
1,0,1,1,1,1,0.047
0,0,0,0,1,0,0
1,1,1,1,1,1,0.032
0,1,0,0,1,1,0
0,1,0,0,1,0,0
0,0,0,0,1,1,0
1,0,1,1,1,0,0.05
1,1,1,0,0,0,0.043
1,0,1,0,0,0,0.034
1,1,1,0,0,1,0.04
1,0,1,1,0,1,0.055
0,1,0,0,0,1,0
1,0,1,0,1,0,0.026
0,0,0,1,0,1,0
0,1,1,1,0,1,0
0,0,1,1,1,0,0
0,0,1,1,0,1,0
1,1,1,1,0,0,0.06
0,1,0,1,1,1,0
0,0,0,1,1,0,0
0,0,1,0,1,1,0
0,1,1,1,0,0,0
0,1,0,0,0,0,0
1,0,1,1,0,0,0.047
1,1,1,1,0,1,0.045
0,1,0,1,1,0,0
1,0,1,0,1,1,0.029
0,0,0,1,1,1,0
1,1,1,0,1,0,0.037
0,0,1,0,1,0,0
0,1,1,0,1,0,0
0,1,1,0,1,1,0
0,0,0,0,0,1,0
