DUPLICATES,SEQUENTIAL,MAX_MEMORY,ENV_SHARED_CACHE,REPLICATED,ENV_IS_LOCKING,CACHE_MODE,TEMPORARY,JE_FILE_LEVEL,ENV_BACKGROUND_READ_LIMIT,LOCK_DEADLOCK_DETECT,TXN_SERIALIZABLE_ISOLATION,JE_DURABILITY,ADLER32_CHUNK_SIZE,CHECKPOINTER_BYTES_INTERVAL,LOCK_DEADLOCK_DETECT_DELAY,time
1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,18.874
0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,3.989
1,1,0,1,0,0,1,0,1,0,1,1,1,1,0,1,6.885
0,0,1,1,0,0,0,1,0,1,1,0,0,1,1,1,11.738
0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,21.458
0,0,1,0,1,0,0,1,1,0,1,1,1,0,1,0,11.743
1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,6.68
1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,4.027
0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,4.48
0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,10.073
0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,10.746
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,14.648
0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,18.246
1,0,1,1,1,0,1,0,1,1,0,1,1,1,0,0,7.27
1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,7.926
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,18.262
0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,18.344
1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,7.292
0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,21.458
1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,4.027
0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,18.262
0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,10.724
1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,7.874
0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,10.044
0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,10.09
1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,18.83
1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,4.027
0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,27.38
1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,4.845
1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,4.844
1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,7.87
0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,10.746
0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,11.109
0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,10.612
0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,18.482
1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,7.978
0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,18.2
0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,27.38
0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,27.38
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,27.38
0,1,0,0,1,1,1,0,1,1,1,0,1,1,1,0,10.738
0,1,1,0,0,1,1,1,0,0,1,0,0,1,1,0,3.985
0,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,6.532
1,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,7.862
1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,7.874
1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,6.678
1,1,1,0,1,0,0,1,1,1,0,0,1,0,0,1,7.874
0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,11.104
1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,8.223
0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,18.482
0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,11.145
1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,14.614
1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,4.844
0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,10.559
0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,10.738
1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,6.683
0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,18.2
0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,21.458
0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,10.753
0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,18.482
1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,6.895
1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,4.027
0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,18.262
1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,7.87
0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,27.401
0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,18.344
0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,18.262
1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,14.614
0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,4.485
0,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,11.149
1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,14.571
0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,10.746
0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,11.742
0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,10.724
1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,4.027
0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,4.48
1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,14.614
1,0,1,0,0,1,0,1,0,0,1,1,1,1,1,0,8.213
1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,6.671
0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,4.485
1,1,0,1,0,1,0,0,1,1,1,1,0,0,1,1,6.839
0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,10.559
1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,8.3
1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,4.844
1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,4.844
1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,6.883
0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,21.508
0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,10.741
0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,10.049
1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,6.676
1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,6.683
1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,14.662
0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,6.536
0,0,1,0,0,1,1,1,1,1,0,0,1,0,1,1,4.48
1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,6.687
1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,7.27
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,18.344
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14.662
0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,3.985
1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,4.844
0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,10.069
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,18.262
0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,6.532
1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,23.418
1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6.883
0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,0,18.651
0,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,10.049
1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,4.759
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,18.262
0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,1,4.012
0,1,1,1,0,0,1,0,1,0,1,1,0,1,1,1,10.071
1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,6.68
0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,10.746
0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,18.467
0,1,0,1,1,0,1,1,0,0,1,0,0,0,1,1,6.47
1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,6.687
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.496
1,1,0,0,1,1,1,1,0,1,0,1,1,1,0,1,4.845
1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,4.76
1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,6.671
0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,10.738
0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,3.989
0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,11.796
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,18.344
0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,4.017
0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,10.064
0,1,1,0,1,1,0,0,1,1,1,1,1,0,1,0,10.069
0,0,0,1,1,1,1,0,1,1,0,0,1,1,0,1,18.481
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,18.262
1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,6.676
0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0,11.109
0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,10.049
1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,6.687
1,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,7.921
1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,6.883
0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,18.2
0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,11.707
0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,10.579
0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,27.499
0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,10.085
1,1,0,0,0,1,1,0,0,0,1,0,1,1,1,1,6.808
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,27.499
0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,4.48
1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,4.022
0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,10.612
1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,4.022
1,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,6.808
1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,14.662
0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,10.559
1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,4.453
1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,14.571
0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,10.758
1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,8.223
1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,14.574
0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,10.074
1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,14.571
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,27.38
1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,4.027
1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,14.647
1,0,1,1,1,0,0,1,1,1,1,1,0,0,1,1,8.304
1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,3.982
1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,7.874
0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,21.508
1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,4.844
0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,10.751
1,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0,8.218
1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,8.3
1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,7.27
1,1,0,1,1,0,1,1,0,1,1,0,0,0,1,0,4.759
1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,4.453
1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,18.815
0,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,4.48
0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,10.751
1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,14.673
1,0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,23.418
0,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,10.069
1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,7.862
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,27.38
0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,3.989
0,0,1,0,1,1,1,0,1,0,1,0,1,1,0,0,10.746
0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,6.47
1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,3.987
0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,18.481
1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,6.839
0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,18.262
1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,4.027
0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,27.401
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,10.741
1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,4.471
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,18.344
1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,14.662
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.671
1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,3.987
1,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,6.683
1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,7.289
1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,14.647
0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,11.15
1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,6.829
0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,27.499
1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,7.926
1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,7.921
1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,1,3.982
0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,10.741
1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,14.571
1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,7.926
1,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,4.759
0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,1,11.109
1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,4.027
1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,14.662
1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,3.987
0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,3.99
1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,7.265
0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,18.467
0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,6.479
1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,4.844
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10.579
0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,6.532
0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,18.344
0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,10.579
1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,4.453
1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0,7.874
0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,10.741
1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,7.287
0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,18.651
0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,21.508
0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,18.482
0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,10.559
1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1,6.895
0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,18.2
1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,23.418
0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,6.47
1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,3.987
0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,10.724
0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,10.579
0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,4.017
0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,11.824
0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,27.38
1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,7.269
0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,27.401
1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,1,4.022
1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,7.267
1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,7.926
0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,27.499
1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,4.458
1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,4.027
1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,18.815
0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,21.508
1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,6.895
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,18.344
1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,4.471
1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,1,7.921
0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,4.017
0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,0,10.751
0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,10.579
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11.855
0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,10.496
1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,7.267
1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,8.218
1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,6.687
0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,18.651
1,0,1,1,0,1,0,0,0,0,1,1,1,0,1,1,7.289
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,4.027
0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,18.246
1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,6.676
0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,6.532
1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,6.829
1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,6.895
1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,6.682
0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,21.32
1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,7.87
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14.662
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,18.344
0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,10.559
0,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,4.012
1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,7.926
0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,4.49
1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,4.844
0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,18.344
0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,11.738
1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,7.862
0,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,11.104
1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,7.87
0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,4.49
1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,4.471
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,18.246
1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,6.682
1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,4.471
0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,21.458
0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,11.743
0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,18.262
0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,3.989
0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,21.525
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,18.344
1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,14.673
1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,4.466
1,1,0,1,1,0,1,0,1,0,0,1,1,1,0,0,6.885
0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,10.085
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,14.719
1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,6.883
0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,10.746
1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,4.844
1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6.883
1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,7.289
0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,27.38
0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,10.741
1,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,7.978
0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,10.085
0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,3.989
1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,7.294
0,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,11.145
0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,10.741
1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,3.982
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,18.344
0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,21.458
0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,21.525
0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,18.481
1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,23.212
0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,10.738
1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,18.83
0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,6.47
1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,7.27
0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,3.985
1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,7.862
0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,11.824
0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,21.458
0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,18.246
0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,18.246
0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,27.401
0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,10.579
1,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0,8.304
1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,4.027
1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,6.68
1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,4.759
1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,6.687
1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,6.676
0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,11.707
0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,3.985
0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1,21.32
0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,18.2
0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,18.481
0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,10.496
0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,11.109
1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,7.926
0,1,0,1,0,1,1,0,0,1,0,1,1,0,1,1,10.559
1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,18.874
0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,10.753
1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,18.83
0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,4.643
1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,4.027
1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,6.808
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,18.262
0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,10.751
0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,11.742
0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,4.49
1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,14.574
1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,4.027
1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,7.926
0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,27.401
0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,11.15
1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,23.307
0,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,10.741
1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,6.683
1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,6.678
1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,6.883
1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,7.27
0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,4.017
0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,6.532
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10.579
0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,6.536
1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,23.272
1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,7.867
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,18.2
0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,21.32
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,18.344
1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,1,7.292
0,1,1,0,0,1,1,1,1,0,1,1,0,1,0,1,3.985
0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,18.651
0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,1,11.738
1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,4.844
1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,23.307
0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,27.499
0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,4.017
