CACHE_SIZE,PAGE_SIZE,AUTOCOMMIT,FILE_LOCK,MV_STORE,DEFRAG_ALWAYS,time
1,1,0,1,0,1,0.021
0,1,0,0,0,1,0.011
1,1,1,0,0,1,0.032
1,1,1,1,0,1,0.021
1,0,0,1,0,1,0.013
0,0,0,0,0,0,0
0,1,0,1,0,1,0
0,0,0,1,0,1,0.016
0,1,1,1,0,1,0.026
1,0,0,0,0,1,0.011
1,1,0,0,0,1,0.032
0,0,0,0,0,1,0.016
0,1,1,0,0,1,0.032
