PAGE_SIZE,AUTOCOMMIT,FILE_LOCK,MV_STORE,time
0,0,0,0,0.029
1,1,0,1,0
1,0,1,0,0.056
0,1,1,0,0.058
0,1,0,1,0
1,0,0,0,0.05
0,1,0,0,0.069
0,0,0,1,0
0,0,1,0,0.034
1,0,0,1,0
1,1,1,0,0.114
1,1,0,0,0.148
