CACHE_SIZE,PAGE_SIZE,AUTOCOMMIT,FILE_LOCK,MV_STORE,DEFRAG_ALWAYS,time
0,0,0,0,0,0,0.016
1,1,0,1,0,1,0.021
0,1,0,0,0,1,0.021
1,1,1,0,0,1,0.016
1,1,1,1,0,1,0.016
1,0,0,1,0,1,0.019
0,1,0,1,0,1,0.016
0,0,0,0,1,0,0
0,0,0,1,0,0,0.013
0,1,0,0,1,0,0
0,0,0,1,0,1,0.019
0,1,1,1,0,1,0.021
0,1,0,1,0,0,0.008
0,0,0,1,1,0,0
1,0,0,0,0,1,0.024
0,1,0,0,0,0,0.021
0,1,0,1,1,0,0
1,1,0,0,0,1,0.016
0,0,0,0,0,1,0.021
0,1,1,0,0,1,0.022
