PAGE_SIZE,AUTOCOMMIT,FILE_LOCK,MV_STORE,time
0,0,0,0,0.013
1,1,0,1,0.005
1,0,1,0,0.016
0,1,1,0,0.019
0,1,0,1,0.011
1,0,0,0,0.026
0,1,0,0,0.011
0,0,0,1,0.003
0,0,1,0,0.013
1,0,0,1,0.008
1,1,0,0,0.013
1,1,1,0,0.011
