PAGE_SIZE,AUTOCOMMIT,FILE_LOCK,MV_STORE,time
0,0,0,0,0
1,1,1,1,0.003
0,0,1,0,0
0,0,0,1,0
1,0,0,1,0
1,1,1,0,0.087
1,1,0,1,0
1,0,1,0,0
0,0,1,1,0
0,1,1,1,0
0,1,1,0,0.048
0,1,0,1,0
1,0,0,0,0
0,1,0,0,0.05
1,0,1,1,0
1,1,0,0,0.106
