PAGE_SIZE,AUTOCOMMIT,FILE_LOCK,MV_STORE,time
0,0,0,0,0.008
1,0,1,0,0.014
0,1,1,0,0.011
0,1,0,1,0.021
1,0,0,0,0.011
0,1,0,0,0.011
0,0,1,0,0.013
0,0,0,1,0.016
1,1,0,0,0.008
1,1,1,0,0.011
