PAGE_SIZE,AUTOCOMMIT,FILE_LOCK,MV_STORE,time
0,0,0,0,0.008
1,0,1,0,0
0,1,1,0,0.005
0,1,0,1,0.005
1,0,0,0,0
0,1,0,0,0.011
0,0,1,0,0.003
0,0,0,1,0.003
1,1,0,0,0
1,1,1,0,0.013
