CACHE_SIZE,PAGE_SIZE,AUTOCOMMIT,FILE_LOCK,MV_STORE,DEFRAG_ALWAYS,time
0,0,0,0,0,0,0.05
1,1,0,1,0,1,0.096
0,1,0,0,0,1,0.074
1,1,1,0,0,1,0.058
1,1,1,1,0,1,0.058
1,0,0,1,0,1,0.055
0,1,0,1,0,1,0.074
0,0,0,0,1,0,0
0,0,0,1,0,0,0.059
0,1,0,0,1,0,0
0,0,0,1,0,1,0.035
0,1,1,1,0,1,0.064
0,1,0,1,0,0,0.069
1,0,0,0,0,1,0.042
0,1,0,0,0,0,0.069
1,1,0,0,0,1,0.069
0,0,0,0,0,1,0.053
0,1,1,0,0,1,0.053
