PLATFORM,DRY_RUN,IOS_CREATE_IMAGESET_FOLDERS,SKIP_UPSCALING,ANDROID_MIPMAP_INSTEAD_OF_DRAWABLE,ANDROID_INCLUDE_LDPI_TVDPI,SCALE,time
0,0,0,0,0,0,0,0
0,0,0,0,0,1,1,0.003
0,0,0,1,0,1,0,0
0,0,0,0,1,0,0,0
1,0,0,0,0,0,1,0
1,0,1,0,0,0,0,0
0,0,0,0,1,1,1,0
0,0,0,0,1,1,0,0
0,0,0,1,1,1,0,0
1,1,0,0,0,0,1,0
1,0,0,0,0,0,0,0
0,0,0,0,1,0,1,0
0,0,0,1,1,0,0,0
0,0,0,1,1,1,1,0
1,0,1,0,0,0,1,0
0,0,0,1,0,0,0,0
0,0,0,1,0,1,1,0
0,0,0,0,0,1,0,0
0,0,0,0,0,0,1,0
