ANDROID_INCLUDE_LDPI_TVDPI,SCALE,-0.53
PLATFORM,DRY_RUN,0.18
DRY_RUN,ANTI_ALIASING,-1.58
PLATFORM,SKIP_UPSCALING,0.16
PLATFORM,SCALE,-2.87
ANTI_ALIASING,SCALE,13.41
DRY_RUN,-0.31
PLATFORM,-0.18
SKIP_UPSCALING,SCALE,-4.15
ANTI_ALIASING,SKIP_UPSCALING,-0.79
ANTI_ALIASING,1.58
SKIP_UPSCALING,-0.16
DRY_RUN,SCALE,-4.08
SCALE,4.08
PLATFORM,ANTI_ALIASING,-0.90
DRY_RUN,SKIP_UPSCALING,0.16
