ANDROID_INCLUDE_LDPI_TVDPI,SCALE,14.90
PLATFORM,DRY_RUN,6.46
PLATFORM,SKIP_UPSCALING,5.44
PLATFORM,SCALE,-44.99
ANDROID_MIPMAP_INSTEAD_OF_DRAWABLE,0.14
DRY_RUN,ANDROID_MIPMAP_INSTEAD_OF_DRAWABLE,-0.14
ANDROID_MIPMAP_INSTEAD_OF_DRAWABLE,ANDROID_INCLUDE_LDPI_TVDPI,-0.20
DRY_RUN,-9.46
ANDROID_MIPMAP_INSTEAD_OF_DRAWABLE,SCALE,7.96
PLATFORM,-6.46
SKIP_UPSCALING,ANDROID_MIPMAP_INSTEAD_OF_DRAWABLE,-0.15
SKIP_UPSCALING,SCALE,-99.32
PLATFORM,ANDROID_INCLUDE_LDPI_TVDPI,-1.46
SKIP_UPSCALING,-5.44
DRY_RUN,SCALE,-95.30
ANDROID_INCLUDE_LDPI_TVDPI,1.46
SCALE,95.30
PLATFORM,ANDROID_MIPMAP_INSTEAD_OF_DRAWABLE,-0.14
DRY_RUN,ANDROID_INCLUDE_LDPI_TVDPI,-1.46
DRY_RUN,SKIP_UPSCALING,5.44
