RAM_BUFFER_SIZE_MB,MAX_BUFFERED_DOCS,MAX_TOKEN_LENGTH,COMMIT_ON_CLOSE,time
0,0,0,0,0.277
1,0,0,0,0.139
0,1,0,0,0.164
1,0,0,1,0.284
0,1,1,0,0.362
0,1,1,1,0.307
0,0,1,0,0.306
0,0,1,1,0.303
1,0,1,1,0.317
0,0,0,1,0.324
0,1,0,1,0.314
