RAM_BUFFER_SIZE_MB,MAX_BUFFERED_DOCS,MAX_TOKEN_LENGTH,COMMIT_ON_CLOSE,time
0,0,0,0,0.029
1,0,0,0,0.016
0,1,0,0,0.016
1,0,0,1,0.034
0,1,1,0,0.029
0,1,1,1,0.026
0,0,1,0,0.024
0,0,1,1,0.029
1,0,1,1,0.029
0,0,0,1,0.034
0,1,0,1,0.029
