RAM_BUFFER_SIZE_MB,MAX_BUFFERED_DOCS,MAX_TOKEN_LENGTH,COMMIT_ON_CLOSE,time
1,0,0,0,0.719
0,0,0,0,1.27
1,0,0,1,1.28
0,1,0,0,0.649
0,1,1,0,1.449
0,0,1,0,1.442
0,1,1,1,1.482
0,0,1,1,1.453
1,0,1,1,1.463
0,0,0,1,1.285
0,1,0,1,1.261
