RAM_BUFFER_SIZE_MB,MAX_BUFFERED_DOCS,MAX_TOKEN_LENGTH,COMMIT_ON_CLOSE,time
1,0,0,0,0.092
0,0,0,0,0.161
1,0,0,1,0.155
0,1,0,0,0.089
0,1,1,0,0.178
0,0,1,0,0.203
0,1,1,1,0.184
0,0,1,1,0.184
1,0,1,1,0.197
0,0,0,1,0.173
0,1,0,1,0.171
