RAM_BUFFER_SIZE_MB,MAX_BUFFERED_DOCS,MAX_TOKEN_LENGTH,COMMIT_ON_CLOSE,time
0,0,0,0,0.005
1,0,0,0,0.026
0,1,0,0,0.005
1,0,0,1,0.005
0,1,1,0,0.039
0,1,1,1,0.05
0,0,1,0,0.05
0,0,1,1,0.05
1,0,1,1,0.044
0,0,0,1,0
0,1,0,1,0.01
