RAM_BUFFER_SIZE_MB,MAX_BUFFERED_DOCS,MAX_TOKEN_LENGTH,COMMIT_ON_CLOSE,time
1,0,0,0,0.152
0,0,0,0,0.268
1,0,0,1,0.316
0,1,0,0,0.121
0,1,1,0,0.306
0,0,1,0,0.314
0,1,1,1,0.337
0,0,1,1,0.32
1,0,1,1,0.346
0,0,0,1,0.301
0,1,0,1,0.324
