RAM_BUFFER_SIZE_MB,MAX_BUFFERED_DOCS,MAX_TOKEN_LENGTH,COMMIT_ON_CLOSE,time
0,0,0,0,0.06
1,0,0,0,0.036
0,1,0,0,0.029
1,0,0,1,0.055
0,1,1,0,0.068
0,1,1,1,0.068
0,0,1,0,0.065
0,0,1,1,0.065
1,0,1,1,0.065
0,0,0,1,0.062
0,1,0,1,0.062
