RAM_BUFFER_SIZE_MB,MAX_BUFFERED_DOCS,MAX_TOKEN_LENGTH,COMMIT_ON_CLOSE,time
1,0,0,0,0.388
0,0,0,0,0.687
1,0,0,1,0.743
0,1,0,0,0.375
0,1,1,0,0.805
0,0,1,0,0.742
0,1,1,1,0.783
0,0,1,1,0.786
1,0,1,1,0.762
0,0,0,1,0.727
0,1,0,1,0.747
