RAM_BUFFER_SIZE_MB,MAX_BUFFERED_DOCS,MAX_TOKEN_LENGTH,COMMIT_ON_CLOSE,time
1,0,0,0,0.063
0,0,0,0,0.093
1,0,0,1,0.106
0,1,0,0,0.05
0,1,1,0,0.111
0,0,1,0,0.121
0,1,1,1,0.111
0,0,1,1,0.129
1,0,1,1,0.121
0,0,0,1,0.077
0,1,0,1,0.098
