RAM_BUFFER_SIZE_MB,MAX_BUFFERED_DOCS,MAX_TOKEN_LENGTH,COMMIT_ON_CLOSE,time
0,0,0,0,0.081
1,0,0,0,0.003
0,1,0,0,0.034
1,0,0,1,0.081
0,1,1,0,0
0,1,1,1,0
0,0,1,0,0
0,0,1,1,0
1,0,1,1,0
0,0,0,1,0.079
0,1,0,1,0.081
