RAM_BUFFER_SIZE_MB,MAX_BUFFERED_DOCS,MAX_TOKEN_LENGTH,COMMIT_ON_CLOSE,time
0,0,0,0,0.156
1,0,0,0,0.057
0,1,0,0,0.056
1,0,0,1,0.15
0,1,1,0,0.107
0,1,1,1,0.105
0,0,1,0,0.105
0,0,1,1,0.121
1,0,1,1,0.104
0,0,0,1,0.147
0,1,0,1,0.135
