RAM_BUFFER_SIZE_MB,MAX_BUFFERED_DOCS,MAX_TOKEN_LENGTH,COMMIT_ON_CLOSE,time
1,0,0,0,0.053
0,0,0,0,0.055
1,0,0,1,0.047
0,1,0,0,0.024
0,1,1,0,0.124
0,0,1,0,0.116
0,1,1,1,0.09
0,0,1,1,0.147
1,0,1,1,0.074
0,0,0,1,0.052
0,1,0,1,0.039
