RAM_BUFFER_SIZE_MB,MAX_BUFFERED_DOCS,MAX_TOKEN_LENGTH,COMMIT_ON_CLOSE,time
1,0,0,0,0.094
0,0,0,0,0.146
1,0,0,1,0.16
0,1,0,0,0.068
0,1,1,0,0.185
0,0,1,0,0.203
0,1,1,1,0.207
0,0,1,1,0.173
1,0,1,1,0.187
0,0,0,1,0.14
0,1,0,1,0.145
